"date","SPY","QQQ","IWM","TLT","GLD","VXX","XLC","XLY","XLP","XLE","XLF","XLV","XLI","XLK","XLB","XLU","XLRE"
2018-06-20,0.00170443542234899,0.00707717500107918,0.00803413349095106,-0.00880120187606437,-0.00448022738875942,-0.0230723949480298,0.0123331729002198,0.00473009112588718,0.000978972129950684,0.00440534964658346,-0.00256262316894729,0.0021190613226274,0.000682997137522179,0.00209805843541622,-0.00325376283880496,0.000796590422227794,0.0107359679508074
2018-06-21,-0.00628900665491283,-0.00872618494982991,-0.00939895661373402,0.00524034122819739,-0.00174773528686512,0.0639735123507723,-0.00614761409630127,-0.00714874010375688,0.00195461520789975,-0.0186892344704797,-0.00293696198249371,-0.00577869742261061,-0.0126338925748488,-0.0077140729441525,-0.0106914783989356,0.0033788096510956,0.00594949084817387
2018-06-22,0.00182201098433321,-0.00222194595674452,-0.00333126393054073,-8.33435266409666e-05,0.00241269127286525,-0.0263601640878282,0.0043671623943311,-0.00170540280285536,0.00816744452097229,0.0197545911729491,-0.00479095550468234,0.00448427765359316,0.00344862613107999,-0.00324298793562816,0.0144579505381492,0.00692039426947932,0.00870406173325078
2018-06-25,-0.013706225246767,-0.0227879027692026,-0.0164617955127424,0.00223763359307672,-0.00374638873222288,0.134056433943634,-0.0208134058220861,-0.0219786345475979,0.00502377143766086,-0.0202978644855292,-0.0107706464992217,-0.00922664594746703,-0.0127514011961152,-0.0209815754426903,-0.0156725334283956,0.0164158783694885,-0.00247918668714187
2018-06-26,0.00221131019577836,0.00407642596394631,0.00579879820947049,0.00140657058143123,-0.00526864902129276,-0.0418066660779957,0.0016566583646429,0.00713689461802325,-0.00424892424160994,0.0125500430478147,-0.00336641150746919,-0.0030946333209414,0.00375900400695439,0.00403083638472923,0.00381157537590138,0.00116257738978698,0.00526064805743909
2018-06-27,-0.00831857785556789,-0.0136924561386671,-0.0161502017482986,0.00937964790914858,-0.00571814788659886,0.052250665288395,-0.00875963630666643,-0.0130312565190334,-0.00213102363144602,0.0133209964763132,-0.0124411031831033,-0.00849946593249307,-0.00809215135661212,-0.0137414896950108,-0.00311740272069327,0.00482856149959332,-0.00278146137029722
2018-06-28,0.00570116061902404,0.00856513901874401,0.00305555418134418,0.000245679564879531,-0.00304054799882447,0.0180185249654174,0.00993008583059574,0.00782094231742603,0,-0.00132405742798358,0.00868729699117976,0.00132173964674287,0.00139973803562032,0.0121600780910618,0.00380854953768406,-0.00038516563629365,0.00985512863548443
2018-06-29,0.00143842800665706,0.00268313847158108,-0.000671384229982586,-0.00344439048423073,0.00363069002019678,-0.0599234062197027,-0.00121065098642159,0.00173968932619495,-0.00058243301001637,0.00620815834289123,0,0.00203918260017399,0.00209621340350363,-0.000431975634546777,0.00345020211467206,0.0015407091095021,0.00244852944855634
2018-07-02,0.00213593899745579,0.00667772413141066,0.00687626936144792,-0.000783065895239687,-0.0100801534421091,0.0219672243754303,0.00623909277403012,0.00137150571636591,-0.00583857177309177,-0.014858211392494,0.00487706505086827,0.00311013530675375,0.00223143106042656,0.0088849114249201,-0.00535254776419203,0.00709550487670629,-0.00582529586869951
2018-07-03,-0.00353749905270551,-0.0116417299946479,0.00397856911187855,0.00534231299412458,0.0100801534421091,0,-0.0123144309251297,-0.00503777545897677,0.00233966731091995,0.00626192365649825,-0.00902268437673426,0.00238607037751937,-0.00320917794052011,-0.0119121984873969,-0.00173267789613041,0.00286248997146998,0.00582529586869951
2018-07-05,0.00812485058154344,0.0123358275998635,0.0113322563156659,0.0028646543350872,0.00336560282501619,-0.0427670531107029,0.0151196952697616,0.00494644527150534,0.013731785550025,-0.00106294676009266,0.00226354384160832,0.0103138589818048,0.00487902108097327,0.0140504431015542,0.00863413725919848,0.0053210353355162,0.0130602168281073
2018-07-06,0.00842255664482039,0.0154365087209367,0.00841577945864014,0.00326381813087107,-0.00159726349356148,-0.0509148778882773,0.0156826934192136,0.00782726875330919,0.00306882195691838,0.00609736928005677,0.00488606441107553,0.0142860177062838,0.00347059266505312,0.0116064486306939,0.00497386477001438,0.00774091006372668,0.00421598432915493
2018-07-09,0.00896403354183217,0.0089569904708604,0.00628032256150313,-0.00645644945718882,0.00243688127755703,-0.0564141522161377,0.00569598421658979,0.0118963805690226,-0.00383723035692984,0.0148232080581159,0.0226147927589726,0.00729795345866702,0.0183995724347481,0.00757033374860017,0.00885692702688612,-0.0313299869452819,-0.00935863742872955
2018-07-10,0.00359210479695005,0.000733528675276318,-0.00455817925431834,-8.21870128797642e-05,-0.00184812904595422,-0.0214726974778303,-0.000411654568643005,0.0021477148780038,0.0118480526556319,0.00739448509764795,-0.0036724708503213,0.0038015442052961,0.0031247231171454,0.0023718603946179,0.00844329207755656,0.00946416295134034,0.00484113478424364
2018-07-11,-0.00734162971652719,-0.00508848898091152,-0.00852092622626799,0.00384662554837423,-0.010905978807676,0.0324954855086936,-0.00135268977174663,-0.00232705282856172,-0.00323485345020336,-0.0214250625580483,-0.00479432550786951,-0.00796535151912003,-0.0165480272187049,-0.00390928599561446,-0.0169581752627317,0.00899437082775645,-0.00302312115399817
2018-07-12,0.00902555064402843,0.0170848647412711,0.00483536049434807,-8.17223774438602e-05,0.0041565812124329,-0.0259113864309022,0.015573701590482,0.00660884010751817,-0.00133489836219347,0.00171532014731257,0.00184654184625499,0.0110650559481131,0.0116529770760554,0.0156831195793137,0.00239164628966826,0.000761606266577175,0.00241898802228846
2018-07-13,0.000787225449356832,0.000835431339997861,-0.00298189745883182,0.0025290499451005,-0.00441161865735218,-0.0085048107313348,-0.00154677964682692,0.00222318583804837,0.00646769863883767,0.00525878147372572,-0.00443778652836491,0.00183236403374565,0.00516590961016306,-0.00110251186744614,-0.00051230296160254,0.000190218414353183,-0.00332765681528402
2018-07-16,-0.000894910514088743,-0.00239712509977252,-0.00389005953439003,-0.00416373102142931,-0.000510270105133159,-0.0155317744234713,-0.00290596785138897,0.00248374763775372,-0.00475190677070358,-0.0116062703594211,0.0176345947628795,-0.00608275402902514,-0.00407606121814919,-0.00234597366054423,-0.00805533407744541,-0.000951824680930358,-0.00546949613073355
2018-07-17,0.00403732322128647,0.00606494969107629,0.00442714663525834,-0.00188368131730332,-0.010862735754726,-0.0167854317171896,0.000194190992200305,0.000974036323346805,0.00853667300948446,-0.00398770278595251,0.00109185934863865,0.00551055694060842,0.00394034585797431,0.00743358062952382,0.0129937787218841,-0.000762557607593362,-0.00672567879424513
2018-07-18,0.00210131412618786,-0.00188825093998091,0.00280220136739295,-0.00402543653381926,0.00025795416772656,-0.00522193910511959,-0.0029142705931946,-0.000619500061681766,-0.0081557456390855,0.000665436684942122,0.0158789930801468,0.000800645581921167,0.010924834417529,-0.00164696248809371,-0.00938670061838476,-0.00516075917126768,-0.0036877355243119
2018-07-19,-0.00377844111886105,-0.00501395679886141,0.00705912898230032,0.00631770718945734,-0.00430812324528596,0.0207261724460102,-0.00702851686445749,-0.00230538686731574,0.000571297907508761,0.000266393504202878,-0.0151518558035288,-0.00562053212692692,-0.000402597370914748,-0.00357854397071655,0.00359441907569513,0.00915669915734751,0.00949915552161995
